id,venue_name,location,owner_url,city_name,phone_number,club_website,google_map,ra_followers,capacity,owner (source of truth),"most_listed_artists {name: string, url: string}","ra_venue_description (allow null, if not null { text: string, external link: {text: string, url: string}",venue_latitude,venue_longitude
22970,Kudhva,"Kudhva, Sanding Road,  Trebarwith Strand, Tintagel, Cornwall, PL34 0HH,  United Kingdom",https://ra.co/clubs/166914,,,,,,,,,,,
22971,Kudos,"Unit 2 Britannia Walk, Aylesbury, Buckinghamshire HP20 1QR",https://ra.co/clubs/113188,,,,,,,,,,,
22972,La Havana,3 Little London; Chichester PO19 1PH,https://ra.co/clubs/74246,,,,,,,,,,,
22973,La Margherita,"1 Town Quay, Southampton, SO14 2AQ, United Kingdom",https://ra.co/clubs/93627,,,,,,,,,,,
22974,La Raza,4-6 Rose Crescent; Cambridge CB2 3LL,https://ra.co/clubs/91675,,,,,,,,,,,
22975,"Lancaster Vault, Southampton","137 High Street, Southampton, SO14 2BS",https://ra.co/clubs/125069,,,,,,,,,,,
22976,The Lane,"15 South Court CT14 7AF, Deal, United Kingdom",https://ra.co/clubs/95070,,,,,,,,,,,
22977,The Lanes Sports Bar,89A High St Rayleigh SS6 7EJ England,https://ra.co/clubs/192190,,,,,,,,,,,
22978,Lannock Manor Farm,"Lannock Manor Hitchin Road, Hitchin SG4 7EE",https://ra.co/clubs/193076,,,,,,,,,,,
22979,Lanyard,19 London Road; Portsmouth; Hampshire PO2 0BQ,https://ra.co/clubs/99742,,,,,,,,,,,
22980,Larmer Tree Gardens,Tollard Royal; Salisbury; Wiltshire; SP5 5PR; United Kingdom,https://ra.co/clubs/3295,,,,,,,,,,,
22981,Las Iguanas,Unit 8a; The Boardwalk; Lakeside Shopping Centre; Thurrock; Essex; RM20 2ZH; United Kingdom,https://ra.co/clubs/21312,,,,,,,,,,,
22982,Latinis,36 New Road; Peterborough; PE1 1FJ; United Kingdom,https://ra.co/clubs/20214,,,,,,,,,,,
22983,Lava & Ignite,Firvale Road; Bournemouth; BH1 2JA,https://ra.co/clubs/28198,,,,,,,,,,,
22984,Lava & Ignite,Leisure World; Jarman Park; Hemel Hempstead HP2 4JW,https://ra.co/clubs/36648,,,,,,,,,,,
22985,Layzells Nightclub,"The Broadway, Minster on Sea, Sheerness ME12 2DF, United Kingdom",https://ra.co/clubs/179124,,,,,,,,,,,
22986,LB1,"89 Gales Drive, Crawley, RH10 1QA, United Kingdom",https://ra.co/clubs/170866,,,,,,,,,,,
22987,The LCR at UEA Norwich,"Norwich Research Park, Norwich, Norfolk NR4 7TJ, United Kingdom",https://ra.co/clubs/101153,,,,,,,,,,,
22988,Le Chic Bournemouth,224 Old Christchurch Road; Bournemouth BH1 1PE,https://ra.co/clubs/80644,,,,,,,,,,,
22989,Leas Cliff Hall,"The Leas, Folkestone, Kent, CT20 2DZ, United Kingdom",https://ra.co/clubs/119221,,,,,,,,,,,
22990,"The Lees, Yalding","The Lees, Yalding, Maidstone, ME18 6HB",https://ra.co/clubs/152372,,,,,,,,,,,
22991,Legacy Lounge,1 Tindal Street Chelmsford Essex CM1 1ER,https://ra.co/clubs/148089,,,,,,,,,,,
22992,Lewes Con Club,"139 High St, Lewes BN7 1XS, United Kingdom",https://ra.co/clubs/171318,,,,,,,,,,,
22993,Licked Bar Farnham,"11 & 12 Woolmead Rd, Farnham GU9 7TX",https://ra.co/clubs/110483,,,,,,,,,,,
22994,The Lido Margate,"6 Ethelbert Terrace, Margate, CT9 1RX",https://ra.co/clubs/189912,,,,,,,,,,,
22995,Lighthouse Bar,"Stone Pier, CT9 1JD, Margate, Kent, United Kingdom",https://ra.co/clubs/168239,,,,,,,,,,,
22996,Lights BAR Chelmsford,"1 Tindal Street CM1 1ER Chelmsford, Essex, United Kingdom",https://ra.co/clubs/66279,,,,,,,,,,,
22997,Liquid & Envy Colchester,"131 High Street, Colchester CO1 1SP, United Kingdom",https://ra.co/clubs/14907,,,,,,,,,,,
22998,Liquid & Envy Luton,Gordon Street; Luton; LU1 2QP; United Kingdom,https://ra.co/clubs/36038,,,,,,,,,,,
22999,Liquid & Envy Portsmouth,"Connaught Drill Hall; Stanhope Rd; Portsmouth; Hampshire PO1 1DU, United Kingdom",https://ra.co/clubs/72194,,,,,,,,,,,
23000,"Liquid & Envy, Basildon",Festival Leisure Park; Basildon; SS14 3WB,https://ra.co/clubs/94972,,,,,,,,,,,
23001,"Liquid & Envy, Surrey",Station Road; Redhill; Surrey RH1 1NZ,https://ra.co/clubs/47296,,,,,,,,,,,
23002,The Liquid Lounge,"20 Market Place, Banbury, Oxfordshire, OX16 5LJ",https://ra.co/clubs/11106,,,,,,,,,,,
23003,Liquid Nightclub,The Waterfront Centre; St Helier; Jersey; United Kingdom,https://ra.co/clubs/972,,,,,,,,,,,
23004,Liquid Nightclub,"Lockmeadow Complex 1-3 Barker Road, Maidstone, Kent",https://ra.co/clubs/38755,,,,,,,,,,,
23005,Liquid Windsor,"William Street , Windsor, Berkshire SL4 1BB, UK",https://ra.co/clubs/47987,,,,,,,,,,,
23006,Liquor-Lounge,3 Marine Parade E; Clacton-on-Sea; CO15 1PT,https://ra.co/clubs/44375,,,,,,,,,,,
23007,Little red,32 George street Luton lu12az,https://ra.co/clubs/188961,,,,,,,,,,,
23008,The Living Room,Union House; Stag Hill; University of Surrey; Guildford; GU2 7XH; United Kingdom,https://ra.co/clubs/31211,,,,,,,,,,,
23009,The Lodge,"102 High St, Ware, Hertfordshire SG12 9AP",https://ra.co/clubs/115182,,,,,,,,,,,
23010,The Loft,80 Rose Lane; Norwich; NR1 1PT; United Kingdom,https://ra.co/clubs/4963,,,,,,,,,,,
23011,The Loft,above The Kings Pub; Albert Road; Portsmouth; United Kingdom,https://ra.co/clubs/20574,,,,,,,,,,,
23012,Loft Bar,"5-6 St Margaret’s St Canterbury CT1 2TP, United Kingdom",https://ra.co/clubs/159459,,,,,,,,,,,
23013,The Loft Nightclub,34C Gabriels Hill; Maidstone; Kent; ME16 5JJ; United Kingdom,https://ra.co/clubs/842,,,,,,,,,,,
23014,The Loft upstairs @ Tonic Basingstoke,"20-22 London St, Basingstoke RG21 7NY",https://ra.co/clubs/144149,,,,,,,,,,,
23015,Lola Lo Oxford,13-15 Magdalen Street; Oxford OX1 3AE,https://ra.co/clubs/45070,,,,,,,,,,,
23016,"Lola Lo, Cambridge",1-6 Corn Exchange Street; Cambridge; CB2 3QF,https://ra.co/clubs/86820,,,,,,,,,,,
23017,The Loop,"1 Tindal St, Chelmsford, Essex, CM1 1ER, United Kingdom",https://ra.co/clubs/74522,,,,,,,,,,,
23018,The Louisiana,"Wapping Rd, Bathurst Terrace, Bristol BS1 6UA",https://ra.co/clubs/134428,,,,,,,,,,,
23019,Lounge,1 Granada Road; Southsea; Portsmouth; Hampshire; United Kingdom,https://ra.co/clubs/3598,,,,,,,,,,,
23020,The Lounge,"14 The Broadway, St Ives, Cambridge, PE27 5BN, United Kingdom",https://ra.co/clubs/94984,,,,,,,,,,,
23021,Lounge Bar,"Fleming Road, Chafford Hundred, Essex RM16 6EW, United Kingdom",https://ra.co/clubs/175818,,,,,,,,,,,
23022,"The Lounge, Chelmsford","19-21 Springfield Road, Chelmsford CM2 6JE, Essex",https://ra.co/clubs/69422,,,,,,,,,,,
23023,LP Bury St Edmunds,"2 Woolhall St, Bury Saint Edmunds IP33 1LA, United Kingdom",https://ra.co/clubs/162336,,,,,,,,,,,
23024,Lulworth Castle,"Lulworth Castle, East Lulworth, Wareham, Dorset BH20 5QS",https://ra.co/clubs/19394,,,,,,,,,,,
23025,Lulworth Estate,"Lulworth Castle, East Lulworth BH20 5QS",https://ra.co/clubs/128411,,,,,,,,,,,
23026,Luna Lounge Hornchurch,"64/68 High St, Hornchurch, RM12 4UW, United Kingdom",https://ra.co/clubs/166873,,,,,,,,,,,
23027,Luxe,"High Road, IG10 4BE, Loughton, United Kingdom",https://ra.co/clubs/77333,,,,,,,,,,,
23028,Lyfe Lounge,"108 High St, Herne Bay CT6 5JY, Kent, United Kingdom",https://ra.co/clubs/129667,,,,,,,,,,,
23029,Mac's Bar,"1 Paycocke Rd, Basildon SS14 3DP, United Kingdom",https://ra.co/clubs/170716,,,,,,,,,,,
23030,Maisons Bar,"50 Moulsham St, Chelmsford, CM2 0HY",https://ra.co/clubs/142046,,,,,,,,,,,
23031,The Malthouse,"Princes Street IP1 1SB Ipswich, Suffolk",https://ra.co/clubs/59553,,,,,,,,,,,
23032,Man On The Moon,"2 Norfolk Street, Cambridge, CB1 2LF, United Kingdom",https://ra.co/clubs/41912,,,,,,,,,,,
23033,Mandolay,"Mandolay, London Road, Guildford, Surrey",https://ra.co/clubs/64710,,,,,,,,,,,
23034,Manhattans,Cumberland Street; Luton; LU1 3BW; United Kingdom,https://ra.co/clubs/10136,,,,,,,,,,,
23035,The Manor Club,4 New Road; Chatham; Kent; ME4 4QJ; United Kingdom,https://ra.co/clubs/5196,,,,,,,,,,,
23036,Mansion Nightclub,"Elmer Approach, Southend on Sea Essex SS1 1NE.",https://ra.co/clubs/54240,,,,,,,,,,,
23037,Mantra,"19 - 21 Bridgewater Way Windsor, Berkshire SL4 1RD",https://ra.co/clubs/75364,,,,,,,,,,,
23038,Mantra And Tao,20 Amwell End Ware; Hertford; SG12 9HQ; United Kingdom,https://ra.co/clubs/36098,,,,,,,,,,,
23039,Mantra Club & Lounge,"50 Price of Wales Road, NR1 1LL Norwich, Norfolk",https://ra.co/clubs/132053,,,,,,,,,,,
23040,Margate Arts Club,"276 Northdown road, Margate, Cliftonville, Kent, CT9 2PT, United Kingdom",https://ra.co/clubs/170210,,,,,,,,,,,
23041,Marilyn's Loft Bar,61 St. Marys Butts Reading RG1 2LG,https://ra.co/clubs/104728,,,,,,,,,,,
23042,The Marina Fountain,"26 Caves Road , St Leonards , East Sussex , TN38 0BY",https://ra.co/clubs/167145,,,,,,,,,,,
23043,Market Yard Printhouse,"2-12 Tessa Road, Reading, Berkshire, RG1 8HH",https://ra.co/clubs/191403,,,,,,,,,,,
23044,The Marlowe Studio,The Marlowe Theatre; The Friars; Canterbury; Kent CT1 2AS,https://ra.co/clubs/87486,,,,,,,,,,,
23045,The Marne Inn,"The Marne Inn, Thorley Neighbourhood Centre, Bishop's Stortford CM23 4EG, United Kingdom",https://ra.co/clubs/182688,,,,,,,,,,,
23046,The Marquis Lounge,"2 Fore Street, Harlow Essex CM17 0AA",https://ra.co/clubs/164525,,,,,,,,,,,
23047,Marshall Arena,"Stadium Way W, Bletchley, Milton Keynes, MK1 1ST, United Kingdom",https://ra.co/clubs/182485,,,,,,,,,,,
23048,The Mash Tun,"16 Charing Cross, Norwich NR2 4AL, United Kingdom",https://ra.co/clubs/159881,,,,,,,,,,,
23049,Matchbox,"5-6 Friar St, Reading, RG1 1DB",https://ra.co/clubs/114737,,,,,,,,,,,
23050,Matterley Bowl,Winchester; Hampshire; United Kingdom,https://ra.co/clubs/670,,,,,,,,,,,
23051,Maxims,"53 South St, Eastbourne BN21 4UT, UK",https://ra.co/clubs/131534,,,,,,,,,,,
23052,Mayflower Park,"Town Quay, Southampton SO14 2AQ, UK",https://ra.co/clubs/156833,,,,,,,,,,,
23053,Mayhem Nightclub,"6 Warrior Square, Southend-on-Sea SS1 2JE, United Kingdom",https://ra.co/clubs/39369,,,,,,,,,,,
23054,Media,80 Rose Lane; Norwich; Norfolk NR1 1PT,https://ra.co/clubs/26701,,,,,,,,,,,
23055,MEL Group Stadium,King's Marsh; Brundon Lane; Sudbury; Suffolk CO10 7HN,https://ra.co/clubs/62046,,,,,,,,,,,
23056,Melon Bar,"6-8 New St, Worthing BN11 3TL",https://ra.co/clubs/205465,,,,,,,,,,,
23057,The Merry Fiddlers Garden,"4 Fiddlers Hamlet, Epping, Essex, CM16 7PY, United Kingdom",https://ra.co/clubs/167040,,,,,,,,,,,
23058,Merton Farm,Merton Farm; Merton Lane; Canterbury; Kent; CT4; United Kingdom,https://ra.co/clubs/32493,,,,,,,,,,,
23059,Mikados,"London Rd, Ascot SL5 7DL, UK",https://ra.co/clubs/144544,,,,,,,,,,,
23060,Mildenhall Stadium,"Mildenhall Stadium, Suffolk IP28 8QU",https://ra.co/clubs/141039,,,,,,,,,,,
23061,Milk,"8 Merchants Place, Reading, RG1 1DT",https://ra.co/clubs/62027,,,,,,,,,,,
23062,"Mirth, Marvel and Maud","Hoe Street, London, E17 4QH",https://ra.co/clubs/146977,,,,,,,,,,,
23063,Mission Bar,"30 Marine Parade, Great Yarmouth, Norfolk, NR30 2EN",https://ra.co/clubs/151168,,,,,,,,,,,
23064,Missoula Chelmsford,"7 Springfield Road, Chelmsford, CM2 6JE",https://ra.co/clubs/44252,,,,,,,,,,,
23065,Missoula Colchester,"29-39 Head Street, Colchester CO1 1NH",https://ra.co/clubs/42038,,,,,,,,,,,
23066,Missoula Romford,"105-111 South Street, Romford, Essex, United Kingdom, RM1 1NX",https://ra.co/clubs/46917,,,,,,,,,,,
23067,The Mitre Lounge,"2 The Street, Wickham Bishops, Witham, Essex, CM8 3NN",https://ra.co/clubs/193016,,,,,,,,,,,
23068,Mix Cocktail Bar,"Kings Walk, Reading, RG1 2HG",https://ra.co/clubs/64992,,,,,,,,,,,
23069,Miya,20 Barrack Square; Chelmsford; Essex CM2 0UU,https://ra.co/clubs/99297,,,,,,,,,,,
23070,MK Gallery,"900 Midsummer Boulevard, MK9 3QA Milton Keynes",https://ra.co/clubs/118332,,,,,,,,,,,
23071,Mk11,"Keller Close, Kiln Farm, Milton Keynes MK11 3LH",https://ra.co/clubs/87393,,,,,,,,,,,
23072,Mo'Club Warehouse,"West Quay Rd Industrial Estate, SO15 1GZ",https://ra.co/clubs/72098,,,,,,,,,,,
23073,Moggerhanger Park,"Park Rd, Moggerhanger, Bedford, MK44 3RW, United Kingom",https://ra.co/clubs/171987,,,,,,,,,,,
23074,Mojito Lounge,"42 Broad Street, King's Lynn, Norfolk, PE30 1DP, UK",https://ra.co/clubs/170099,,,,,,,,,,,
23075,Mojo,"The Command House, Dock Road, Chatham, Kent, ME4 4TX, United Kingdom",https://ra.co/clubs/85281,,,,,,,,,,,
23076,Moka,"Station Way, Crawley RH10 1JA",https://ra.co/clubs/71475,,,,,,,,,,,
23077,Monkey Island Hotel,"Bray-on-Thames, Berkshire, SL6 2EE",https://ra.co/clubs/89474,,,,,,,,,,,
23078,Mono Bar,"3-4 Vernon Walk, Southampton, SO15 2EJ, United Kingdom",https://ra.co/clubs/27473,,,,,,,,,,,
23079,Monroe's Bar Grill,"11-13 Broadway PE1 1SQ Peterborough, United Kingdom",https://ra.co/clubs/89431,,,,,,,,,,,
23080,Monty's Bar,"155A Billet Ln, Hornchurch RM11 1UR",https://ra.co/clubs/191071,,,,,,,,,,,
23081,Montys Bar,"155 Billet Lane, Hornchurch, Essex, RM11 1UR, United Kingdom",https://ra.co/clubs/174528,,,,,,,,,,,
23082,Moomoo Clubrooms Banbury,"49-50 High Street, Banbury, Oxfordshire, OX16 5LA",https://ra.co/clubs/107875,,,,,,,,,,,
23083,Moonraker Nightclub,"270 Station Road, Westcliff-On-Sea, Essex, SS0 7SD",https://ra.co/clubs/189157,,,,,,,,,,,
23084,Moonshine,"1 Granada Road, Portsmouth, PO4 0RD, United Kingdom",https://ra.co/clubs/192121,,,,,,,,,,,
23085,Mooro’s,"Mooro's, Woolston Hall, Abridge Road, Chigwell, Essex IG7 6BX",https://ra.co/clubs/147022,,,,,,,,,,,
23086,Mount Ephraim Gardens,Hernhill; Nr Faversham; Kent; ME13 9TX; United Kingdom,https://ra.co/clubs/6456,,,,,,,,,,,
23087,Move Nightclub,"4 The Quay, Exeter EX2 4AP",https://ra.co/clubs/129909,,,,,,,,,,,
23088,Mud Club,The Esplanade; Bognor Regis; PO21 1ND; United Kingdom,https://ra.co/clubs/6793,,,,,,,,,,,
23089,The Mulberry,"Station Hill, Farnham, Surrey GU9 8AD",https://ra.co/clubs/78785,,,,,,,,,,,
23090,Murati's,"28 St John St, Newport Pagnell MK16 8HJ, UK",https://ra.co/clubs/160697,,,,,,,,,,,
23091,Mustard,"2 All Saints Green; Norwich, Norfolk, NR1 3NA",https://ra.co/clubs/60077,,,,,,,,,,,
23092,Mustard Lounge,2-8 All Saints Green; Norwich; Norfolk; NR1 3NA; United Kingdom,https://ra.co/clubs/6442,,,,,,,,,,,
23093,N Dance,"Lucy road, Southend on sea,  ss12au",https://ra.co/clubs/199141,,,,,,,,,,,
23094,Nags Head Pub,"50 Heath Road, Ramsden Heath, Billericay, CM11 1HS",https://ra.co/clubs/155458,,,,,,,,,,,
23095,The Nene Flyover,"The Nene Flyover, Orton Longueville, Peterborough, PE2 7DZ",https://ra.co/clubs/193761,,,,,,,,,,,
23096,Neon,"18 Marine Drive, Margate, CT9 1DH",https://ra.co/clubs/182432,,,,,,,,,,,
23097,Neptunes Hall,"Harbour Street,  Broadstairs, Kent, CT10 1ET, United Kingdom",https://ra.co/clubs/163274,,,,,,,,,,,
23098,The Nest,"7 Bladud Buildings, Bath BA1 5LS",https://ra.co/clubs/118630,,,,,,,,,,,
23099,The New Courthouse,"39 King St, Stanford-Le-Hope, SS17 OHJ, United Kingdom",https://ra.co/clubs/180890,,,,,,,,,,,
23100,The New Crown,"9 High St N, Dunstable LU6 1HX, United Kingdom",https://ra.co/clubs/171542,,,,,,,,,,,
23101,New House Farm,"Antlands Lane, Burstow, Surrey, RH6 9TF",https://ra.co/clubs/76769,,,,,,,,,,,
23102,The New Inn,"30 Woodlawn Street, Whistable, Kent CT5 1HG, UK",https://ra.co/clubs/109367,,,,,,,,,,,
23103,Newbury Racecourse,"Hambridge Road, Newbury, RG14 7PN, United Kingdom",https://ra.co/clubs/170867,,,,,,,,,,,
23104,Niche Lounge,169 High Street; Staines; Surrey; TW18 4RU; United Kingdom,https://ra.co/clubs/5417,,,,,,,,,,,
23105,No. 16 Bar,"16 Tacket Street, Ipswich, IP4 1AY",https://ra.co/clubs/77192,,,,,,,,,,,
23106,Nomad Bar,"6 Park End Street, Oxford, OX1 1HH, United Kingdom",https://ra.co/clubs/167206,,,,,,,,,,,
23107,Nonna's Italian Restaurant,"The Square, Woburn Sands Milton Keynes, MK17 8SY",https://ra.co/clubs/182693,,,,,,,,,,,
23108,The Norfolk County Showground,"Dereham Road, Costessey, Norwich, NR5 0TT",https://ra.co/clubs/1350,,,,,,,,,,,
23109,North Cheam Sports,"658 London Rd, North Cheam, Sutton SM3 9BY, United Kingdom",https://ra.co/clubs/176943,,,,,,,,,,,
23110,Northstreet Bar,19 North Street; Peterborough PE1 2RA,https://ra.co/clubs/67880,,,,,,,,,,,
23111,Norwich Arts Centre,"St Benedict's Street, Norwich",https://ra.co/clubs/70219,,,,,,,,,,,
23112,Nufc Car Park,"Barrack Road, Newcastle upon Tyne, NE4 5AY",https://ra.co/clubs/122383,,,,,,,,,,,
23113,Nusha,"Clifton Way, Cambridge CB1 7EA, United Kingdom",https://ra.co/clubs/6865,,,,,,,,,,,
23114,O2 Academy Bournemouth,570 Christchurch Road; Boscombe; Bournemouth; Dorset; United Kingdom,https://ra.co/clubs/2635,,,,,,,,,,,
23115,O2 Academy Oxford,190 Cowley Road; Oxford; OX4 1UE; United Kingdom,https://ra.co/clubs/21772,,,,,,,,,,,
23116,The Oakford Social Club,53 Blagrave Street; Reading; RG1 1PZ; United Kingdom,https://ra.co/clubs/12535,,,,,,,,,,,
23117,The Oakleigh,"1008-1012 London Road, Leigh-on-Sea, Essex, SS9 3NE, United Kingdom",https://ra.co/clubs/177914,,,,,,,,,,,
23118,The Obervatory Arts Arena,Herstmonceux Castle Estate; East Sussex; BN27 1RP; United Kingdom,https://ra.co/clubs/10587,,,,,,,,,,,
23119,Ocean Rooms,"32 - 36 Queen St, Deal, Kent",https://ra.co/clubs/113039,,,,,,,,,,,
23120,"Ocean Scene, Southampton","Ocean Village, Southampton, Hampshire SO14 3TJ",https://ra.co/clubs/20650,,,,,,,,,,,
23121,Oceana,"Leisureworld, W Quay Rd, Southampton SO15 1RE, UK",https://ra.co/clubs/26896,,,,,,,,,,,
23122,Oceana Watford,"27 The Parade, Watford, Hertforshire WD17 1NA",https://ra.co/clubs/48442,,,,,,,,,,,
23123,Olbys,"Olbys Soul Cafe, 3-5 King Street, Margate Kent CT9 1DD",https://ra.co/clubs/128014,,,,,,,,,,,
23124,The Old Barn,174 Milton Road; Portsmouth; Southsea; Portsmouth PO4 8PR,https://ra.co/clubs/103122,,,,,,,,,,,
23125,The Old Bungalow,"English Drove Farm, Thorney, Peterborough, PE6 0TJ",https://ra.co/clubs/137200,,,,,,,,,,,
23126,The Old England,"43 Bath Buildings, Bristol, BS6 5PT",https://ra.co/clubs/175633,,,,,,,,,,,
23127,The Old Fire Station,40 St George Street; Oxford OX12AQ,https://ra.co/clubs/96738,,,,,,,,,,,
23128,The Old Firestation,36 Holdenhurst Road; Bournemouth; Dorset; BH8 8AD; United Kingdom,https://ra.co/clubs/24649,,,,,,,,,,,
23129,Old Hat,14 Alexandra Street; Southend On Sea; SS1 1BU,https://ra.co/clubs/36526,,,,,,,,,,,
23130,The Old Kent Market Margate,"8 Fort Hill, Margate CT9 1HD",https://ra.co/clubs/191948,,,,,,,,,,,
23131,The Old Market Hove/Brighton,"11a Upper Market Street, Hove BN3 1AS",https://ra.co/clubs/72729,,,,,,,,,,,
23132,The Old Salt Quay,163 Rotherhithe Street SE16 5QU,https://ra.co/clubs/84380,,,,,,,,,,,
23133,The Old White Horse,"Ockendon Rd, North Ockendon, Upminster RM14 3PT",https://ra.co/clubs/189300,,,,,,,,,,,
23134,OMG Night Club,"3a New Road, ME4 4QJ Chatham, Medway",https://ra.co/clubs/83133,,,,,,,,,,,
23135,On the Rocks,"4 Claremont, Hastings, East Sussex, TN34 1HA, United Kingdom",https://ra.co/clubs/179710,,,,,,,,,,,
23136,The One Eyed Dog,"177-185 Elm Grove, Portsmouth, Southsea PO5 1LU, United Kingdom",https://ra.co/clubs/179950,,,,,,,,,,,
23137,One World Festival,Northaw Road West Cuffley EN6 4NT,https://ra.co/clubs/187932,,,,,,,,,,,
23138,Open Norwich,"20 Bank Plain, Norwich NR2 4SF",https://ra.co/clubs/71700,,,,,,,,,,,
23139,Opium Lounge,"36 - 38 North Street, Romford, RM1 1BH, United Kingdom",https://ra.co/clubs/14608,,,,,,,,,,,
23140,Opus,"Opus Milton Keynes, The Theatre District, Savoy Crescent, MK9 3PU",https://ra.co/clubs/17764,,,,,,,,,,,
23141,Orange Rooms,1-2 Vernon Walk; Southampton; SO15 2EJ; United Kingdom,https://ra.co/clubs/27871,,,,,,,,,,,
23142,Orange Rooms - Bournemouth,"24-26 Holdenhurst Road, Bournemouth, Dorset, BH8 8AD",https://ra.co/clubs/82678,,,,,,,,,,,
23143,Orsett Hall Essex,"RM16 3HS, Prince Charles Ave, Orsett, Grays",https://ra.co/clubs/147833,,,,,,,,,,,
23144,Out Out Music Bar,"44 High Street Hornchurch, Barking And Dagenham, RM12 4UN, United Kingdom",https://ra.co/clubs/171227,,,,,,,,,,,
23145,Overdraft Craft Ale Bar,"5 Jewry St, Winchester SO23 8RZ",https://ra.co/clubs/181203,,,,,,,,,,,
23146,Oxford New Theatre,"George St, Oxford OX1 2AG, UK",https://ra.co/clubs/127997,,,,,,,,,,,
23147,Oxford Playhouse,11-12 Beaumont Street; Oxford; OX1 2LW; United Kingdom,https://ra.co/clubs/30077,,,,,,,,,,,
23148,The Oxford Retreat,"1-2 Hythe Bridge, Oxford, OX1 2EW, England",https://ra.co/clubs/202050,,,,,,,,,,,
23149,The Packhorse,"166-168 Lawrence Hill BS5 0DN Bristol, United Kingdom",https://ra.co/clubs/177152,,,,,,,,,,,
23150,Palmer Park,"Wokingham Road, Reading, UK",https://ra.co/clubs/175049,,,,,,,,,,,
23151,Pandora's Club,"George Green, Uxbridge Road, Slough SL3 6AN",https://ra.co/clubs/63276,,,,,,,,,,,
23152,Pantiles Nightclub,16 London Road; Bagshot; Surrey; GU19 5HN; United Kingdom,https://ra.co/clubs/2998,,,,,,,,,,,
23153,Paper Bag Factory,"3 - 5 Falcon Street, Ipswich, Suffolk. IP1 1SL",https://ra.co/clubs/94569,,,,,,,,,,,
23154,Park Inn Hotel,"Southern Way, Harlow CM18 7BA",https://ra.co/clubs/125174,,,,,,,,,,,
23155,Park Inn Palace,"Church Rd, Southend-on-Sea, SS1 2AL, United Kingdom",https://ra.co/clubs/86479,,,,,,,,,,,
23156,Passion,"20 The Esplanade, Lowestoft, NR33 0QG, United Kingdom",https://ra.co/clubs/96191,,,,,,,,,,,
23157,Passion Super Club,"Medway Valley Leisure Park, Chariot Way, Kent, ME2 2SS, United Kingdom",https://ra.co/clubs/47334,,,,,,,,,,,
23158,"Pavilion Theatre, Worthing",Marine Parade; Worthing; West Sussex BN11 3PX,https://ra.co/clubs/104057,,,,,,,,,,,
23159,Peggie Sue's Music Bar,"1063A London Rd, Southend-on-Sea, Leigh-on-Sea SS9 3JP, UK",https://ra.co/clubs/147629,,,,,,,,,,,
23160,Pembroke College Oxford,"Pembroke College, St. Aldates, Oxford OX1 1DW",https://ra.co/clubs/133007,,,,,,,,,,,
23161,"Pendennis Castle, Falmouth","Castle Drive, Falmouth TR11 4LP, United Kingdom",https://ra.co/clubs/134352,,,,,,,,,,,
23162,The Penny Theatre,"30-31 Northgate, Canterbury CT1 1BL, United Kingdom",https://ra.co/clubs/110926,,,,,,,,,,,
23163,Pentahotel Reading,"Oxford Road, Reading, Berkshire, RG1 7RH, UK",https://ra.co/clubs/91172,,,,,,,,,,,
23164,Persia,"The Grand Victorian,27 Railway Approach, Worthing, West Sussex County BN11 1UR",https://ra.co/clubs/87458,,,,,,,,,,,
23165,Pews Bar & Courtyard,"21 Chapel St, Guildford, Surrey GU1 3UL, United Kingdom",https://ra.co/clubs/106474,,,,,,,,,,,
23166,Phoenix,"488 Midsummer Boulevard, MIlton Keynes, MK9 2EA",https://ra.co/clubs/93798,,,,,,,,,,,
23167,Phoenix Bar,"Bridge Street, High Wycombe, Buckinghamshire, HP11 2EL, United Kingdom",https://ra.co/clubs/155589,,,,,,,,,,,
23168,Phoenix Live,"Unit 43, The Terrace The Harvey Centre, Harlow CM20 1XR",https://ra.co/clubs/196947,,,,,,,,,,,
23169,Phoenix Pub,"Phoenix Pub Harlow CM18 6EN Essex, UK",https://ra.co/clubs/182463,,,,,,,,,,,
23170,The Pig's Palace,"37 White Rock, Hastings TN34 1JL, United Kingdom",https://ra.co/clubs/169920,,,,,,,,,,,
23171,The Piper,"1 Norman Rd, Saint Leonards-on-Sea TN37 6NH, UK",https://ra.co/clubs/181370,,,,,,,,,,,
23172,Pitcher & Piano Tunbridge Wells,"Pitcher & Piano, 3-5 Church Rd, Tunbridge Wells TN1 1HT, United Kingdom",https://ra.co/clubs/175621,,,,,,,,,,,
23173,Platinum Nightclub,5-6 Esplanade; St Helier; Jersey; Channel Islands; JE2 3QA; United Kingdom,https://ra.co/clubs/10368,,,,,,,,,,,
23174,Players Lounge,"6B Onslow Street, GUILDFORD, Surrey, GU1 4SQ",https://ra.co/clubs/77366,,,,,,,,,,,
23175,Players Lounge,"Unit 5 Radford Way, Billericay, Essex, CM12 0DX, United Kingdom",https://ra.co/clubs/178504,,,,,,,,,,,
23176,Playhouse Epping,"Playhouse Epping Cottis Lane, Epping, CM16 4BL",https://ra.co/clubs/190125,,,,,,,,,,,
23177,Playzone,"Unit A4 Oak Park Estate, Northarbour Rd, Portsmouth PO6 3TJ, United Kingdom",https://ra.co/clubs/134371,,,,,,,,,,,
23178,Plug n Play Studios,33-35 Milford Road; Reading; RG1 8LG; United Kingdom,https://ra.co/clubs/5464,,,,,,,,,,,
